0.028661791	-0.021911072	-0.19030212	-0.0054394244	-0.09768575	0.13079901	-0.01728042	-0.06244155	-0.022831906	0.08490703	0.08543242	-0.25515506	-0.06366909	0.038420614	-0.092491634	0.2081049
0.6517538	-0.63015527	0.7960766	-0.62242913	-0.7574096	0.9323594	0.74113405	0.65840954	0.79160213	-0.72458625	-0.73319334	0.81494224	0.63098264	-0.6939076	0.69666284	-0.82746196
-0.09975951	0.014305277	-0.23444036	0.05534311	0.009218504	0.08481156	-0.17077258	-0.19847366	-0.059249222	0.113604695	0.17737706	-0.41340935	-0.12598561	0.111661255	-0.17007661	0.23257723
-0.19456328	0.06438654	-0.26734003	0.09440415	0.031648733	0.29740745	-0.22913726	-0.22575866	-0.09518979	0.256681	0.26784927	-0.39086536	-0.1905459	0.22274669	-0.25379804	0.28146663
-0.010823277	-0.054806713	-0.21308108	-0.008779068	-0.038237393	0.190396	-0.14967819	-0.17231548	-0.017177263	0.08510155	0.17597963	-0.33358324	-0.04585138	0.084677085	-0.12774499	0.24650122
0.22649847	-0.2776839	0.13594131	-0.1907555	-0.2771396	0.378911	0.18724728	0.15820906	0.28162926	-0.24534716	-0.1779004	0.11809764	0.23075947	-0.20583485	0.20942266	-0.16244408
0.15177007	-0.15971047	0.0033217052	-0.11989032	-0.26478916	0.42274237	0.061465316	0.12383889	0.09803984	-0.08816405	-0.10366477	0.01095247	0.03629054	-0.12433777	0.1222111	-0.07400142
-0.04177219	0.045505993	-0.18240374	0.05432109	-0.047779188	0.37941918	-0.14755306	-0.08124019	-0.0012243447	0.14226872	0.08937006	-0.1985588	-0.15098995	0.07002376	-0.1509228	0.19604944
0.014687538	-0.03505142	-0.124491654	-0.077671334	-0.14414556	0.2795396	-0.0411336	0.009504246	-0.0032908919	0.06116319	0.026495306	-0.15556628	0.031721663	0.006880852	-0.053425793	0.06701662
0.39192808	-0.36730275	0.44245934	-0.37453267	-0.49339718	0.5204373	0.41660762	0.40161198	0.47357652	-0.3877332	-0.46155864	0.37458506	0.4250125	-0.40801707	0.4688108	-0.45569897
0.526565	-0.4711488	0.63945377	-0.43579972	-0.56495374	0.6140386	0.52736527	0.5035311	0.56599844	-0.51739824	-0.5962961	0.60903865	0.4868183	-0.5179319	0.5084561	-0.62506855
0.6075024	-0.57935566	0.7621473	-0.5617058	-0.7495457	0.77644587	0.7041827	0.738854	0.7859374	-0.70196545	-0.7112129	0.83133316	0.64583075	-0.7651145	0.75626004	-0.8120805
-0.2163234	0.15476997	-0.3769762	0.14335006	0.1242901	0.04320342	-0.2947409	-0.2585978	-0.17289531	0.1952583	0.28234124	-0.4170714	-0.27430484	0.24848434	-0.28120518	0.3668452
-0.21153267	0.16170278	-0.40825367	0.20531939	0.21352153	-0.10888206	-0.2800197	-0.3193434	-0.2600504	0.33547422	0.3636414	-0.5190826	-0.25551713	0.33208135	-0.28658944	0.391943
0.11568673	-0.20808002	0.10433023	-0.12399873	-0.27203467	0.46684033	0.08025608	0.09378314	0.15496893	-0.08786673	-0.1282033	0.07548133	0.08331877	-0.17059895	0.12380116	-0.061390396
0.41335496	-0.38370106	0.38187954	-0.34455287	-0.47572184	0.603371	0.464383	0.4293185	0.45494822	-0.3934904	-0.41097334	0.4748578	0.3884416	-0.45853296	0.47439966	-0.45963866
-1.0025537	0.83628076	-1.2107178	0.836255	0.84616977	-0.4201879	-1.1881964	-1.1612654	-0.9185375	1.0729612	1.1709443	-1.2172819	-1.0612949	1.1196522	-1.1722121	1.1560616
-0.23025514	0.15798782	-0.39548594	0.21136163	0.15997866	0.037778717	-0.33025244	-0.302976	-0.27160457	0.26039538	0.3193338	-0.47252166	-0.350019	0.29485926	-0.29579124	0.35993546
0.054856807	-0.115573585	-0.08185685	-0.025599398	-0.078680374	0.15807572	-0.020207418	-0.0465381	0.10304601	0.03713666	-0.013388376	-0.20107593	0.033006027	0.022610018	-0.026030418	0.040786922
0.38726595	-0.34450388	0.366747	-0.2945336	-0.43811274	0.7128864	0.36605725	0.34595183	0.42036876	-0.3783145	-0.40683433	0.31321007	0.35966128	-0.40126863	0.37665144	-0.451192
-0.59175295	0.5612313	-0.8475269	0.56108797	0.501146	-0.20328416	-0.736914	-0.8241922	-0.62104475	0.7608823	0.77055806	-1.0108526	-0.7064373	0.77913344	-0.8053645	0.889551
-0.14688742	0.105602756	-0.31861088	0.1486557	0.17763472	-0.10861102	-0.18671666	-0.20800772	-0.15153351	0.24605903	0.27359208	-0.41515353	-0.20873122	0.24956436	-0.27265617	0.3082305
-0.04193007	-0.0052021313	-0.054457385	0.021083085	-0.042169355	0.1568704	-0.0950949	-0.049973432	0.02480948	0.025831057	0.01964966	-0.17022872	-0.04465536	0.06476663	-0.0781026	0.13539472
0.21791512	-0.19314152	0.19072339	-0.24079213	-0.25113994	0.592095	0.18542133	0.13826983	0.24321905	-0.2367367	-0.172412	0.13948837	0.16787168	-0.2667316	0.21523134	-0.20910229
0.51871943	-0.53296876	0.6554942	-0.5367293	-0.6979074	0.80566984	0.65744025	0.5740703	0.6924176	-0.59475553	-0.62469864	0.6398995	0.59256405	-0.66231453	0.62258023	-0.6443883
0.24985264	-0.21343978	0.24428423	-0.19260618	-0.28892276	0.6018471	0.18265611	0.19745247	0.2986723	-0.17416658	-0.22560617	0.2391978	0.21179673	-0.21990769	0.25108305	-0.28058618
-0.12342925	-0.011763244	-0.1321169	0.011980891	0.07639951	-0.04035718	-0.096019916	-0.0921409	-0.06762527	0.15219192	0.08851642	-0.23512161	-0.036701467	0.17490663	-0.142769	0.15891911
0.4001017	-0.4084212	0.42821553	-0.41138494	-0.42730844	0.53412485	0.44594774	0.3747097	0.4822846	-0.4172899	-0.47686055	0.4091258	0.39437404	-0.45155433	0.4412133	-0.40801424
0.041084234	-0.08540996	-0.040045038	-0.052684426	-0.10893034	0.24152951	-0.021155437	0.005569661	0.05385826	0.0076090284	0.015718536	-0.1522785	0.0063242507	-0.012109652	-0.03523709	0.0082522705
0.31260207	-0.29316604	0.307101	-0.3605437	-0.45874476	0.4072186	0.31270775	0.3357095	0.36300284	-0.35419598	-0.3507561	0.34281144	0.32311985	-0.37858355	0.38826698	-0.30847675
0.33373752	-0.37421766	0.37008348	-0.34053728	-0.45855057	0.5623923	0.40806553	0.37576514	0.4043962	-0.3908875	-0.43381417	0.3199866	0.33306333	-0.4433456	0.34620345	-0.383091
0.24102925	-0.33370733	0.20094901	-0.26915932	-0.26061112	0.34423277	0.20301121	0.19658366	0.33879712	-0.26659408	-0.22440241	0.10836199	0.24465975	-0.21510723	0.25456455	-0.19545808
-0.082392015	0.09845085	-0.22547397	0.07914799	-0.022529976	0.2272519	-0.12744525	-0.12145667	-0.049636982	0.1520935	0.16062135	-0.30617097	-0.10664676	0.13224363	-0.13140605	0.24762022
0.055070955	-0.0980278	0.04220425	-0.12970245	-0.11033831	0.013836494	0.081010945	0.13130018	0.1485159	-0.095074445	-0.11483496	-0.07325481	0.1375816	-0.028921435	0.109507956	0.004359604
0.25312975	-0.25779355	0.33317357	-0.24999304	-0.39435145	0.55094784	0.30253184	0.27119616	0.3142125	-0.22677332	-0.34685636	0.29534507	0.23160441	-0.3237538	0.25524095	-0.351321
